cve_entidad;desc_entidad;cve_municipio;desc_municipio;id_indicador;indicador;año;valor;unidad_medida
21;Puebla;20;Atoyatempan;6200240423;Porcentaje de hombres de 40 a 44 años;2020;3.024402908;Porcentaje
21;Puebla;20;Atoyatempan;6200240424;Tasa de monolingüismo de la población de 5 años y más hablante de Mixe;2020;0;Porcentaje
21;Puebla;20;Atoyatempan;6200240425;Porcentaje de hombres de 70 a 74 años;2015;0.610969;Porcentaje
21;Puebla;20;Atoyatempan;6200240425;Porcentaje de hombres de 70 a 74 años;2020;0.882658359;Porcentaje
21;Puebla;20;Atoyatempan;6200240426;Porcentaje de mujeres de 60 a 64 años;2015;1.0372265;Porcentaje
21;Puebla;20;Atoyatempan;6200240426;Porcentaje de mujeres de 60 a 64 años;2020;1.479750779;Porcentaje
21;Puebla;20;Atoyatempan;6200240427;Porcentaje de mujeres de 65 a 69 años;2015;1.3640239;Porcentaje
21;Puebla;20;Atoyatempan;6200240427;Porcentaje de mujeres de 65 a 69 años;2020;1.233125649;Porcentaje
21;Puebla;20;Atoyatempan;6200240428;Tasa de monolingüismo de la población de 5 años y más hablante de Otomí;2020;0;Porcentaje
21;Puebla;20;Atoyatempan;6200240430;Porcentaje de la población con limitación para caminar y moverse;2020;25.23616734;Porcentaje
21;Puebla;20;Atoyatempan;6200240431;Población de 5 años y más hablante de Purépecha (Tarasco);2020;0;Personas
21;Puebla;20;Atoyatempan;6200240432;Tasa de monolingüismo de la población de 5 años y más hablante de Zoque;2020;0;Porcentaje
21;Puebla;20;Atoyatempan;6200240433;Tasa de monolingüismo de la población de 5 años y más hablante de Lenguas zapotecas;2020;0;Porcentaje
21;Puebla;20;Atoyatempan;6200240434;Población de 5 años y más hablante de Chatino;2020;0;Personas
21;Puebla;20;Atoyatempan;6200240435;Porcentaje de la población con limitación para atender el cuidado personal;2020;3.913630229;Porcentaje
21;Puebla;20;Atoyatempan;6200240443;Porcentaje de mujeres de 35 a 39 años;2015;3.8647343;Porcentaje
21;Puebla;20;Atoyatempan;6200240443;Porcentaje de mujeres de 35 a 39 años;2020;3.764278297;Porcentaje
21;Puebla;20;Atoyatempan;6200240444;Porcentaje de hombres de 55 a 59 años;2015;1.3213981;Porcentaje
21;Puebla;20;Atoyatempan;6200240444;Porcentaje de hombres de 55 a 59 años;2020;1.661474559;Porcentaje
